,SUBMITTED_DATE,CASE_NO,PROGRAM_DESIGNATION,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTY,EMPLOYER_POSTAL_CODE,NBR_IMMIGRANTS,BEGIN_DATE,END_DATE,JOB_TITLE,DOL_DECISION_DATE,OCCUPATIONAL_CODE,OCCUPATIONAL_TITLE,APPROVAL_STATUS,WAGE_RATE_1,RATE_PER_1,MAX_RATE_1,PART_TIME_1,CITY_1,STATE_1,PREVAILING_WAGE_1,WAGE_SOURCE_1,YR_SOURCE_PUB_1,OTHER_WAGE_SOURCE_1,WAGE_RATE__2,RATE_PER_2,MAX_RATE_2,PART_TIME_2,CITY_2,STATE_2,PREVAILING_WAGE_2,WAGE_SOURCE_2,YR_SOURCE_PUB_2,OTHER_WAGE_SOURCE_2,WITHDRAWN
130995,2009-03-18,I-09076-4778725,R,"GOODMAN MANUFACTURING COMPANY, L.P.",5151 SAN FELIPE,SUITE 500,HOUSTON,TX,HARRIS,77056,5,2009-09-17,2012-09-17,SOFTWARE DEVELOPER I,2009-03-18,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60382,YR,72425.0,N,HOUSTON,TX,60382,Other,2008.0,OES/SOC,,,,,,,,,,,N
155314,2009-03-25,I-09084-4831643,R,"AMERICAS ENERGY COMPANY, LLC",4354 SOUTH SHERWOOD FOREST,SUITE D-250,BATON ROUGE,LA,EAST BATON ROUGE,70816,1,2009-09-21,2012-09-21,SENIOR PROCESS CONTROL ENGINEER,2009-03-25,8.0,CHEMICAL ENGINEERING OCCUPATIONS,CERTIFIED,65832,YR,,N,BATON ROUGE,LA,62026,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
89075,2009-02-24,I-09037-4659049,R,BANNER HEALTH,1441 N. 12TH STREET,,PHOENIX,AZ,MARICOPA,85006,1,2009-08-01,2012-07-31,POSTDOCTORAL FELLOW,2009-02-24,49.0,OTHER OCCUPATIONS IN LIFE SCIENCES,CERTIFIED,34258,YR,49961.6,N,SUN CITY,AZ,34258,Other,2009.0,FLC DATA CENTER,,,,,,,,,,,Y
229684,2009-05-20,I-09140-4977629,R,BENS BEAUTY SUPPLY CORP.,6900 LINDBERGH BLVD,,PHILADELPHIA,PA,PHILADELPHIA,19142,2,2009-10-01,2012-09-30,OPERATIONS MANAGER,2009-05-20,163.0,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,CERTIFIED,28,HR,,N,PHILADELPHIA,PA,28,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,Y
231362,2009-05-21,I-09141-4981303,R,PEORIA PUBLIC SCHOOL DISTRICT #150,3202 N WISCONSIN AVENUE,,PEORIA,IL,PEORIA,61603,1,2009-07-31,2012-07-31,SPANISH TEACHER,2009-05-21,92.0,OCCUPATIONS IN PRESCHOOL PRIMARY SCHOOL AND KINDERGARTEN EDUCATION,CERTIFIED,45114,YR,,N,PEORIA,IL,45114,Collective Bargaining Agreement,,,,,,,,,,,,,Y
157226,2009-03-26,I-09085-4835011,R,"T&B ARTISTIC DESIGNS, LLC",2201 VANTAGE STREET,,DALLAS,TX,DALLAS,75207,1,2009-09-25,2012-09-25,ACCOUNTANT,2009-03-26,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,19,HR,,Y,DALLAS,TX,19,Other,2009.0,OES WAGE DATA SERVICES,,,,,,,,,,,N
68541,2009-02-02,I-09033-4650713,R,DAA DRAEXLMAIER AUTOMOTIVE OF AMERICA LLC,1751 E. MAIN ST.,,DUNCAN,SC,SPARTANBURG,29334,1,2009-02-15,2012-02-14,CORPORATE COMMUNICATIONS SPECIALIST - NAFTA REGION,2009-02-02,169.0,OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS,CERTIFIED,71663,YR,,N,DUNCAN,SC,54579,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
156545,2009-03-25,I-09084-4833781,R,"PRO-AM INSURANCE AGENCY, INC.",1415 EAST COLORADO STREET,,GLENDALE,CA,LOS ANGELES,91205,1,2009-09-24,2012-09-23,FINANCIAL ANALYST,2009-03-25,169.0,OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS,CERTIFIED,49878,YR,,N,GLENDALE,CA,49878,Other,2009.0,OES WAGE SURVEY,,,,,,,,,,,N
239662,2009-06-03,I-09154-4997867,R,"DIRECT STAFFING SOLUTION, INC.","1280 W. LAMBERT RD., STE. D2",,BREA,CA,ORANGE,92821,1,2009-10-01,2012-09-30,NETWORK SYSTEMS ENGINEER,2009-06-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,22,HR,24.0,N,BREA,CA,22,Other,2009.0,OES,,,,,,,,,,,N
245418,2009-06-10,I-09161-5009683,R,SOFTWARE RESEARCH GROUP,485 US HIGHWAY 1 SOUTH,"BLDG E, SUITE 240",ISELIN,NJ,MIDDLESEX,8830,1,2009-06-10,2010-10-01,COMPUTER PROGRAMMER,2009-06-10,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,55000,YR,,N,HERNDON,VA,54538,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
38378,2008-12-05,I-08318-4562687,A,"COUPONS, INC.",400 LOGUE AVENUE,,MOUNTAIN VIEW,CA,SANTA CLARA,94043,1,2009-01-15,2011-01-15,LEAD SOFTWARE ENGINEER - INTERNATIONAL,2008-12-05,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,110000,YR,,N,MOUNTAIN VIEW,CA,105394,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
228251,2009-05-18,I-09138-4974647,R,IRIDIAN ASSET MANAGEMENT LLC,276 POST ROAD WEST,,WESTPORT,CT,,06880-4704,1,2009-06-01,2012-06-01,ASSOCIATE MANAGING DIRECTOR,2009-05-18,186.0,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICIALS",CERTIFIED,100000,YR,,N,WESTPORT,CT,70720,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
176522,2009-03-31,I-09090-4870307,R,"ETHNOGENISIS FOODS, INC.",21 INDUSTRIAL PARK ROAD,,SELINSGROVE,PA,SNYDER,17870,1,2009-09-30,2012-09-29,FOOD TECHNOLOGIST,2009-03-31,40.0,OCCUPATIONS IN AGRICULTURAL SCIENCES,CERTIFIED,40000,YR,,N,SALINSGROVE,PA,39998,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
56898,2009-01-14,I-09014-4625785,R,"MEDTRONIC, INC.",710 MEDTRONIC PARKWAY,,MINNEAPOLIS,MN,,55432-5604,1,2009-03-29,2012-03-28,SR. SOFTWARE ENGINEER,2009-01-14,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,82500,YR,85394.0,N,MOUNDS VIEW,MN,82500,Other,2008.0,MERCER,,,,,,,,,,,N
172323,2009-03-30,I-09089-4862079,R,"INFOGENE TECHNOLOGIES, INC.",21 MILLER CIRCLE,,PENNINGTON,NJ,MERCER,8534,1,2009-09-25,2012-09-25,PROGRAMMER ANALYST,2009-03-30,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,53000,YR,,N,PENNINGTON,NJ,52624,Other,2009.0,FLC WAGE LIBRARY,,,,,,,,,,,N
254811,2009-06-22,I-09173-5028839,R,JPMORGAN CHASE & CO,10 SOUTH DEARBORN STREET,6TH FLOOR,CHICAGO,IL,COOK,60603,1,2009-12-14,2012-12-13,SENIOR DECISION TECH ANALYST,2009-06-22,20.0,OCCUPATIONS IN MATHEMATICS,CERTIFIED,72000,YR,,N,WILMINGTON,DE,61194,Other,2008.0,OES WAGE DATA SURVEY,,,,,,,,,,,N
249144,2009-06-15,I-09166-5017297,R,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,333 SOUTH STREET,HUMAN RESOURCES,SHREWSBURY,MA,WORCESTER,1545,1,2009-11-01,2012-10-31,POSTDOCTORAL RESEARCH ASSOCIATE,2009-06-15,79.0,OTHER OCCUPATIONS IN MEDICINE AND HEALTH,CERTIFIED,34258,YR,,N,WORCESTER,MA,34258,SESA,,,,,,,,,,,,,N
252700,2009-06-18,I-09167-5020081,R,CAMPUS MANAGEMENT CORP.,"777 YAMATO ROAD, SUITE 400",,BOCA RATON,FL,PALM BEACH,33431,1,2009-06-24,2012-06-23,BUSINESS ANALYST-PORTAL TEAM,2009-06-18,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,71000,YR,,N,BOCA RATON,FL,61651,Other,2009.0,FLC,,,,,,,,,,,N
84082,2009-02-19,I-09050-4684481,R,CACHEFUSION TECHNOLOGIES LLC,31 LAUREL DRIVE,,BROOKFIELD,CT,FAIRFIELD,6804,1,2009-02-19,2012-02-19,ORACLE DBA,2009-02-19,31.0,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,CERTIFIED,60000,YR,,N,FORT WORTH,TX,48339,Other,2008.0,OES WAGE DATA SURVEY,60000.0,yr,,N,AUSTIN,TX,44491.0,Other,2008.0,OES WAGE DATA SURVEY,N
57819,2009-01-15,I-09015-4627675,R,THE LORD'S COMMUNITY CHURCH,100 PINNACLE WAY,SUITE 140,NORCROSS,GA,GWINNETT,30071,1,2009-01-31,2011-01-30,CHRISTIAN COUNSELOR,2009-01-15,45.0,OCCUPATIONS IN PSYCHOLOGY,CERTIFIED,29000,YR,,N,NORCROSS,GA,28974,Other,2009.0,OES,,,,,,,,,,,N
256273,2009-06-23,I-09162-5011993,R,SUNGARD SYSTEMS INTERNATIONAL INC.,560 LEXINGTON AVE.,,NEW YORK,NY,NEW YORK,10022,1,2009-07-03,2012-07-02,"VP, INFINITY INFRASTRUCTURE",2009-06-23,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,135000,YR,,N,MIAMI,FL,92227,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
95065,2009-02-27,I-09058-4709015,R,"INTELLISWIFT SOFTWARE, INC.","2201 WALNUT AVENUE, SUITE 180",,FREMONT,CA,ALAMEDA,94538,1,2009-02-27,2012-02-26,PROGRAMMER ANALYST,2009-02-27,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,72000,YR,,N,MELBOURNE,FL,57928,Other,2009.0,OES,,,,,,,,,,,N
22646,2008-11-06,I-08311-4555689,R,"IT CHAMPION, INC","4 UNION SQUARE, SUITE C",,UNION CITY,CA,ALAMEDA,94587,1,2008-11-06,2011-11-06,SOFTWARE ENGINEER,2008-11-06,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,65000,YR,,N,UNION CITY,CA,63586,Other,2008.0,OES SURVEY,,,,,,,,,,,N
59474,2009-01-19,I-09019-4631155,R,"AMIGOS POTTERY, INC",1915 CADIZ ST,,DALLAS,TX,DALLAS,75201,1,2009-04-05,2010-04-05,WHOLESALE AND RETAIL TRADE MANAGER,2009-01-19,185.0,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,CERTIFIED,90000,YR,,N,DALLAS,TX,90000,SESA,,,,,,,,,,,,,N
159686,2009-03-26,I-09084-4831597,R,SILVERPOP SYSTEMS INC.,"200 GALLERIA PARKWAY, STE. 750",,ATLANTA,GA,FULTON,30339,1,2009-09-24,2012-09-23,SOFTWARE ENGINEER,2009-03-26,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,45000,YR,55000.0,N,FARGO,ND,41018,Other,2009.0,OES,,,,,,,,,,,Y
140472,2009-03-21,I-09080-4803819,R,"ORACLE FINANCIAL SERVICES SOFTWARE INC.,",399 THORNALL STREET,6TH FLOOR,EDISON,NJ,MIDDLESEX,8837,1,2009-09-20,2012-09-20,BUSINESS ANALYST,2009-03-21,169.0,OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS,CERTIFIED,64000,YR,,N,NEW YORK,NY,58718,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
65900,2009-01-28,I-09026-4639841,R,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CA,SANTA CLARA,95054,1,2009-07-26,2012-07-25,PROCESS ENGINEER,2009-01-28,12.0,INDUSTRIAL ENGINEERING OCCUPATIONS,CERTIFIED,95300,YR,,N,HILLSBORO,OR,78021,Other,2009.0,OES,,,,,,,,,,,N
236702,2009-05-29,I-09149-4991897,R,"SUMAX, INC.",1268 E. DUNDEE ROAD,,PALATINE,IL,COOK,60067,1,2009-10-01,2012-09-30,NUTRITIONIST,2009-05-29,77.0,DIETICIANS,CERTIFIED,29500,YR,,N,PALATINE,IL,29245,SESA,,,,,,,,,,,,,N
207182,2009-04-24,I-09114-4932409,R,POLARIS SOFTWARE LAB (INDIA) LTD.,WOODBRIDGE PLACE,"517, ROUTE 1 SOUTH SUITE 2103",ISELIN,NJ,MIDDLESEX,8830,1,2009-04-27,2010-09-21,SYSTEMS ANALYST,2009-04-24,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,58500,YR,,N,TAMPA,FL,47258,Other,2008.0,OES,,,,,,,,,,,N
192485,2009-04-09,I-09099-4902543,R,"SEVEN SIMPLE MACHINES, INC.",800 MAYNARD AVE SOUTH #208,,SEATTLE,WA,KING,98134,1,2009-10-01,2012-09-30,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",2009-04-09,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,82900,YR,,N,SEATTLE,WA,78458,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
170954,2009-03-30,I-09089-4860269,R,KOREAN BROADCASTING NETWORK,85 WEST MADISON AVENUE,2ND FLOOR,DUMONT,NJ,BERGEN,7628,1,2009-09-29,2012-09-28,CREATIVE DIRECTOR,2009-03-30,149.0,OTHER OCCUPATIONS IN ART,CERTIFIED,31,HR,,Y,DUMONT,NJ,31,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
64568,2009-01-27,I-09027-4642051,R,VANDERBILT UNIVERSITY,OFFICE OF INTERNATIONAL SERVICES,"310 25TH AVE. S., SUITE 103",NASHVILLE,TN,,37240-1107,1,2009-04-01,2012-03-31,RESEARCH ASSISTANT II,2009-01-27,49.0,OTHER OCCUPATIONS IN LIFE SCIENCES,CERTIFIED,30950,YR,,N,NASHVILLE,TN,30950,Other,2008.0,OES,,,,,,,,,,,N
132763,2009-03-19,I-09078-4789247,R,WEST VIRGINIA UNIVERSITY,PO BOX 6411,111 E. MOORE HALL,MORGANTOWN,WV,,26506-6411,1,2009-07-01,2012-06-30,ASSISTANT PROFESSOR,2009-03-19,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,74200,YR,,N,WESTON,WV,37540,SESA,,,,,,,,,,,,,N
205852,2009-04-23,I-09113-4929619,R,"CNN TECHNOLOGIES, INC","7500,COLLEGE BLVD STE 514",,OVERLAND PARK,KS,JOHNSON,66210,1,2009-04-23,2012-04-23,QA ANALYST,2009-04-23,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,49275,YR,,N,OVERLAND PARK,KS,49275,Other,2008.0,ONLINE WAGE LIBRARY,49275.0,yr,,N,WATERTOWN,MA,49109.0,Other,2008.0,ONLINE WAGE LIBRARY,Y
267522,2009-06-30,I-09181-5052023,R,UNIVAR USA INC.,17425 NE UNION HILL ROAD,,REDMOND,WA,KING,98052,1,2009-08-01,2011-07-09,IT MANAGER II,2009-06-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,90050,YR,121375.0,N,REDMOND,WA,90043,Other,2008.0,ONLINE WAGE SURVEY,,,,,,,,,,,Y
99462,2009-03-03,I-09062-4718809,R,GEORGIA INSTITUTE OF TECHNOLOGY,500 TECH PARKWAY,,ATLANTA,GA,,30332-0435,1,2009-07-01,2012-06-30,ASSISTANT PROFESSOR,2009-03-03,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,85500,YR,,N,ATLANTA,GA,52280,Other,2009.0,OES WAGE SURVEY,,,,,,,,,,,N
205055,2009-04-22,I-09110-4922497,R,MPHASIS CORPORATION,"460 PARK AVENUE SOUTH, SUITE 1101",,NEW YORK,NY,NEW YORK,10016,15,2009-05-10,2012-05-10,TECHNICAL ANALYST,2009-04-22,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,58677,YR,69100.0,N,RANCHO CORDOVA,CA,58677,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
216506,2009-05-06,I-09126-4951355,R,BAXTER HEALTHCARE CORPORATION,"ONE BAXTER PARKWAY, DF6-2W",,DEERFIELD,IL,LAKE,60015,1,2009-08-28,2012-08-28,SYSTEMS ANALYST,2009-05-06,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,99800,YR,,N,VERNON HILLS,IL,95534,Other,2009.0,OES DATABASE,,,,,,,,,,,N
182728,2009-04-02,I-09092-4882375,R,"MICROBYTES, INC.",9401 MCKNIGHT RD.,SUITE 303-B,PITTSBURGH,PA,ALLEGHENY,15237,1,2009-09-26,2012-09-25,FINANCIAL ANALYST (SYSTEMS),2009-04-02,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,40000,YR,40000.0,N,PITTSBURGH,PA,39666,Other,2009.0,OES/SOC 13-2051 (FINANCIAL ANALYSTS),,,,,,,,,,,Y
211369,2009-04-29,I-09119-4940429,R,NORTHEASTERN CONFERENCE OF SEVENTH-DAY ADVENTISTS,115-50 MERRICK BOULEVARD,,JAMAICA,NY,,11434-1896,1,2009-05-01,2012-04-30,TEACHER,2009-04-29,92.0,OCCUPATIONS IN PRESCHOOL PRIMARY SCHOOL AND KINDERGARTEN EDUCATION,CERTIFIED,44353,YR,,N,NEW YORK,NY,42510,Other,2008.0,OES - ONLINE WAGE LIBRARY,,,,,,,,,,,N
172258,2009-03-30,I-09089-4862559,R,BIKRAM'S YOGA COLLEGE OF INDIA,1862 S. LA CIENEGA BLVD.,,LOS ANGELES,CA,LOS ANGELES,90035,1,2009-09-20,2012-09-20,INTERNATIONAL BUSINESS DEVELOPMENT SPECIALIST,2009-03-30,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,36000,YR,,N,LOS ANGELES,CA,36000,SESA,,,,,,,,,,,,,N
264634,2009-06-30,I-09181-5048233,R,"COTTONE KITCHENS, INC.",249 W MAIN ST,,OAKDALE,NY,SUFFOLK,11706,1,2009-07-07,2010-09-30,JUNIOR ARCHITECT,2009-06-30,1.0,ARCHITECTURAL OCCUPATIONS,CERTIFIED,52478,YR,,N,BAYSHORE,NY,52478,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,Y
250003,2009-06-16,I-09153-4996787,R,PRIME SURGICARE LLC,901 WEST MAIN STREET,SUITE 207,FREEHOLD,NJ,MONMOUTH,7728,1,2009-10-16,2012-10-16,SURGEON,2009-06-16,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,150000,YR,,N,FREEHOLD,NJ,146973,Other,2009.0,OES WAGE SURVEY,,,,,,,,,,,N
122451,2009-03-16,I-09075-4769017,R,"TAKE SOLUTIONS, INC.",502 CARNEGIE CENTER,SUITE 100,PRINCETON,NJ,MERCER,8540,1,2009-03-20,2012-03-19,SENIOR PROGRAMMER ANALYST,2009-03-16,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,88000,YR,,N,PRINCETON,NJ,87568,Other,2008.0,FLC DATA CENTER,,,,,,,,,,,N
31499,2008-11-21,I-08326-4573741,R,"MANNING & NAPIER ADVISORS, INC.",290 WOODCLIFF DRIVE,,FAIRPORT,NY,MONROE,14450,4,2009-01-27,2012-01-26,JUNIOR ANALYST,2008-11-21,186.0,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICIALS",CERTIFIED,75000,YR,,N,FAIRPORT,NY,57470,Other,2008.0,OES ONLINE WAGE SURVEY DATA,,,,,,,,,,,N
15973,2008-10-27,I-08301-4542035,R,SAPIENT CORPORATION,131 DARTMOUTH STREET,3RD FLOOR,BOSTON,MA,SUFFOLK,2116,1,2008-12-01,2011-12-01," SENIOR ASSOCIATE, TECHNOLOGY, L1",2008-10-27,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,85000,YR,,N,BOSTON,MA,72634,Other,2008.0,OES,,,,,,,,,,,N
187239,2009-04-06,I-09096-4891521,R,AMANNA CORPORATION,48 BRIDGE STREET,,METUCHEN,NJ,MIDDLESEX,8840,1,2009-10-01,2012-09-30,EMPLOYMENT RECRUITMENT AND PLACEMENT SPECIALISTS,2009-04-06,169.0,OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS,CERTIFIED,33010,YR,35000.0,N,METUCHEN,NJ,33010,Other,2009.0,ON LINE WAGE LIBRARY,,,,,,,,,,,N
144729,2009-03-23,I-09082-4812055,R,NORTH FOREST INDEPENDENT SCHOOL DISTRICT,6010 LITTLE YORK RD,,HOUSTON,TX,HARRIS,77016,1,2009-08-05,2012-08-04,ELEMENTARY SCHOOL TEACHER,2009-03-23,92.0,OCCUPATIONS IN PRESCHOOL PRIMARY SCHOOL AND KINDERGARTEN EDUCATION,CERTIFIED,37130,YR,,N,HOUSTON,TX,37130,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
98784,2009-03-03,I-09062-4717323,R,MARQUETTE GENERAL HEALTH SYSTEM,420 W. MAGNETIC STREET,,MARQUETTE,MI,MARQUETTE,49855,1,2009-07-01,2012-06-30,NEUROLOGIST,2009-03-03,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,180000,YR,,N,IRONWOOD,MI,130998,Other,2009.0,OES,180000.0,yr,,N,IRON RIVER,MI,130998.0,Other,2009.0,OES,N
11907,2008-10-20,I-08294-4533797,A,LIKELY STORY INC,"210 WEST 85TH STREET, APT 2E",,NEW YORK,NY,NEW YORK,10024,1,2008-11-25,2010-11-25,PRODUCTION ANALYST,2008-10-20,194.0,"SOUND, FILM",CERTIFIED,50000,YR,,N,NEW YORK,NY,37502,Other,2008.0,OES/SOC,,,,,,,,,,,N
146923,2009-03-24,I-09083-4816197,R,"FIRST ACTION SYSTEMS, LLC",1681 SUNBURST ROAD,,EVINGTON,VA,CAMPBELL,24550,1,2009-09-20,2012-09-20,HEALTH AND SAFETY ANALYST,2009-03-24,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,16,HR,,Y,EVINGTON,VA,8,Other,2009.0,OES WAGE DATA,,,,,,,,,,,N
197124,2009-04-14,I-09104-4912063,R,PARTNERS HEALTHCARE SYSTEM,PARTNERS INTERNATIONAL OFFICE,101 MERRIMAC ST  MO1419,BOSTON,MA,SUFFOLK,2114,1,2009-07-01,2011-06-30,RESIDENT JOINT PROGRAM NUCLEAR MED,2009-04-14,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,57623,YR,,N,BOSTON,MA,56877,Other,2009.0,OLNEY ASSOCIATES,,,,,,,,,,,N
171642,2009-03-30,I-09089-4861611,R,COGENT DATA SOLUTIONS LLC,2200 N STONINGTON AVENUE SUITE # 120,,HOFFMAN ESTATES,IL,COOK,60169,1,2009-09-29,2012-09-29,PROGRAMMER ANALYST,2009-03-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,48000,YR,,N,HOFFMAN ESTATES,IL,46301,Other,2009.0,OES WAGE SURVEY,48000.0,yr,,N,BENSENVILLE,IL,46301.0,Other,2009.0,OES WAGE SURVEY,N
18042,2008-10-29,I-08303-4546149,R,"THE PERMANENTE MEDICAL GROUP, INC.",LEGAL DEPARTMENT 2ND FLOOR,393 E WALNUT STREET,PASADENA,CA,LOS ANGELES,91188,1,2009-02-01,2009-05-15,REGISTERED NURSE CLINICAL EDUCATOR,2008-10-29,75.0,REGISTERED NURSES,CERTIFIED,109990,YR,,N,SACRAMENTO,CA,90958,Other,2008.0,OES,,,,,,,,,,,N
533,2008-10-01,I-08275-4510033,R,GLOBAL COMPUTER PRODUCTS INC,4451 BROOKFIELD CORPORATE DRIVE,SUITE 117,CHANTILLY,VA,FAIRFAX,20151,1,2009-02-01,2012-01-31,SOFTWARE ENGINEER,2008-10-01,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,61000,YR,61000.0,N,CHANTILLY,VA,60778,Other,2008.0,OES WAGES,61000.0,yr,61000.0,N,RESTON,VA,60778.0,Other,2008.0,OES WAGES,N
19960,2008-11-03,I-08308-4550069,R,"COMPUTER TECHNOLOGY RESOURCES, INC.",17401 IRVINE BLVD,SUITE M,TUSTIN,CA,ORANGE,92780,1,2008-11-04,2011-11-04,PROGRAMMER ANALYST,2008-11-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,75000,YR,,N,TUSTIN,CA,75000,Other,2008.0,OES WAGE DATA,,,,,,,,,,,Y
250318,2009-06-16,I-09167-5019593,R,"CC SERVICES, INC.",1701 N. TOWANDA AVENUE,,BLOOMINGTON,IL,MCLEAN,61702,1,2009-09-30,2012-09-29,LEARNING AND DEVELOPMENT PROJECT MANAGER,2009-06-16,32.0,OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT,CERTIFIED,60500,YR,,N,BLOOMINGTON,IL,47466,Other,2009.0,DOL OES ONLINE WAGE,,,,,,,,,,,N
247137,2009-06-11,I-09162-5013255,R,AMATEL INC.,"5055 WILSHIRE BLVD.,",SUITE 740,LOS ANGELES,CA,LOS ANGELES,90036,1,2009-09-12,2012-09-12,ENGINEER,2009-06-11,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,58323,YR,,N,LOS ANGELES,CA,58323,SESA,,,,,,,,,,,,,N
7220,2008-10-13,I-08287-4524453,R,"WHITE RIVER HEALTH SYSTEM, INC.",1710 HARRISON STREET,,BATESVILLE,AR,INDEPENDENCE,72501,1,2008-10-17,2011-06-30,HOSPITALIST,2008-10-13,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,71,HR,,Y,BATESVILLE,AR,63,Other,2008.0,DOL ONLINE WAGE LIBRARY,,,,,,,,,,,N
123473,2009-03-16,I-09072-4761945,R,"ADVANCED MICRO DEVICES, INC.",ONE AMD PLACE,"M/S 68, P.O. BOX 3453",SUNNYVALE,CA,SANTA CLARA,94088,1,2009-09-07,2012-09-07,DESIGN ENGINEER II,2009-03-16,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,83438,YR,103516.0,N,SUNNYVALE,CA,83438,Other,2009.0,RADFORD BENCHMARK SURVEY,,,,,,,,,,,N
