,LCA_CASE_NUMBER,STATUS,LCA_CASE_SUBMIT,Decision_Date,VISA_CLASS,LCA_CASE_EMPLOYMENT_START_DATE,LCA_CASE_EMPLOYMENT_END_DATE,LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,LCA_CASE_WAGE_RATE_TO,LCA_CASE_WAGE_RATE_UNIT,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,PW_1,PW_UNIT_1,PW_SOURCE_1,OTHER_WAGE_SOURCE_1,YR_SOURCE_PUB_1,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE,PW_2,PW_UNIT_2,PW_SOURCE_2,OTHER_WAGE_SOURCE_2,YR_SOURCE_PUB_2,LCA_CASE_NAICS_CODE
42003,I-200-09225-409473,CERTIFIED,2009-08-13,2009-08-19,H-1B,2009-09-01,2012-08-31,NAPA STATE HOSPITAL,2100 NAPA-VALLEJO HIGHWAY,NAPA,CA,94558,29-1033.00,"Dietitians and Nutritionists, R&D (ACWIA Only)",CLINICAL DIETITIAN,3320.0,,Month,Y,1.0,NAPA,CA,3320.0,Month,CBA,,2009.0,,,,,,,,622310.0
46778,I-200-09231-201999,DENIED,2009-08-21,2009-09-01,H-1B,2009-10-16,2012-01-22,ERICSSON SERVICES INC.,"11550 ASH STREET, SUITE 200",LEAWOOD,KS,66211-,17-2071.00,Electrical Engineers,RF ENGINEER I,61402.0,69492.8,Year,Y,1.0,ELMHURST,IL,61402.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541330.0
49334,I-200-09233-100358,CERTIFIED,2009-08-21,2009-08-27,H-1B,2009-08-21,2012-08-20,IBM CORPORATION,3039 CORNWALLIS ROAD,RTP,NC,27709,13-1111,Management Analysts,CONSULTANT,65153.0,112001.0,Year,Y,1.0,OAK BROOK,IL,46405.0,Year,OES,OFLC ONLINE DATACENTER,2009.0,,,,,,,,541510.0
39816,I-200-09223-741074,DENIED,2009-08-11,2009-08-17,H-1B,2009-10-01,2012-09-30,"SOLA FIDE, INC.","15310 AMBERLY DR., STE. 250 PMB 62",TAMPA,FL,33647-,13-2011.01,Accountants,SENIOR ACCOUNTANT,48838.0,50000.0,Year,Y,1.0,TAMPA,FL,48838.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541519.0
35222,I-200-09217-961997,CERTIFIED,2009-08-12,2009-08-18,H-1B,2009-10-01,2012-09-30,CHADBOURNE & PARKE LLP,30 ROCKEFELLER PLAZA,NEW YORK,NY,10112,23-1011.00,Lawyers,LEGAL CONSULTANT (INTERNATIONAL ARBITRATION),144000.0,,Year,Y,1.0,WASHINGTON,DC,115336.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541110.0
67710,I-200-09251-484595,CERTIFIED,2009-09-08,2009-09-14,H-1B,2009-11-01,2010-10-31,BRANDEIS UNIVERSITY,415 SOUTH STREET,WALTHAM,MA,2454,19-1021.01,Biochemists,POSTDOCTORAL FELLOW,43860.0,,Year,Y,1.0,WALTHAM,MA,38126.0,Year,OES,,2009.0,,,,,,,,611310.0
24903,I-200-09208-683002,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-10-01,2012-10-01,"ACTIVISION PUBLISHING, INC.",3100 OCEAN PARK BOULEVARD,SANTA MONICA,CA,90405,15-1051.00,Computer Systems Analysts,SENIOR COMPUTER APPLICATIONS ANALYST,105000.0,,Year,Y,1.0,SANTA MONICA,CA,96803.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,511210.0
72842,I-200-09257-427030,DENIED,2009-09-14,2009-09-22,H-1B,2009-09-28,2012-09-27,AMBA SYSTEMS,2979 ALLIED STREET,GREEN BAY,WI,54304,15-1051.00,Computer Systems Analysts,SYSTEMS ANALYST,54000.0,,Year,Y,1.0,GREEN BAY,WI,52645.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
35109,I-200-09217-871214,DENIED,2009-08-05,2009-08-11,H-1B,2009-08-15,2012-07-31,FLIP FUSION LLC,505 N HWY 77 #100,WAXAHACHIE,TX,75165,27-2022.00,Coaches and Scouts,GYMNASTICS TEAM COACH,2100.0,,Month,Y,1.0,WAXAHACHIE,TX,2100.0,Month,OES,,2009.0,,,,,,,,611620.0
30998,I-200-09212-316682,CERTIFIED,2009-08-03,2009-08-07,H-1B,2009-10-01,2012-10-01,"MARLABS, INC",1 CORPORATE PLACE SOUTH,PISCATAWAY,NJ,8854,11-2022.00,Sales Managers,SENIOR SALES MANAGER,91000.0,91000.0,Year,Y,1.0,PISCATAWAY,NJ,90459.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
67152,I-200-09250-367506,CERTIFIED,2009-09-07,2009-09-11,H-1B,2009-09-08,2010-09-30,MULTIVISION INC,1220 IROQUOIS AVENUE SUITE 210,NAPERVILLE,IL,60563,15-1021.00,Computer Programmers,PROGRAMMER ANALYST LEVEL 2,70000.0,,Year,Y,1.0,CHICAGO,IL,64085.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
86929,I-203-09197-241055,CERTIFIED-WITHDRAWN,2009-07-16,2009-07-22,E-3 Australian,2009-08-26,2011-08-25,VANDERBILT UNIVERSITY,OFFICE OF INTERNATIONAL SERVICES,NASHVILLE,TN,37240,19-1021.00,Biochemists and Biophysicists,RESEARCH FELLOW,43050.0,,Year,Y,1.0,NASHVILLE,TN,34154.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
31960,I-200-09215-280687,CERTIFIED-WITHDRAWN,2009-08-06,2009-08-12,H-1B,2009-10-01,2012-09-30,BARCLAYS BANK PLC,100 SOUTH WEST STREET,WILMINGTON,DE,19801-,15-2031.00,Operations Research Analysts,FRAUD SENIOR ANALYST,92000.0,,Year,Y,1.0,LONG ISLAND CITY,NY,75171.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,523110.0
13043,I-200-09195-110542,CERTIFIED,2009-07-14,2009-07-20,H-1B,2009-09-21,2012-09-20,"DIASPARK, INC.","200 METROPLEX DRIVE, SUITE 401",EDISON,NJ,8817,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,67000.0,,Year,Y,1.0,NEW YORK,NY,63586.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,EDISON,NJ,66310.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541519.0
23799,I-200-09205-759052,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-10-01,2012-09-30,NEIGHBORHOOD CHRISTIAN CENTER,887 POMEROY AVENUE,SANTA CLARA,CA,95051,25-2011.00,"Preschool Teachers, Except Special Education",MASTER TEACHER,15.0,,Hour,Y,1.0,SANTA CLARA,CA,14.2,Hour,OES,,2009.0,,,,,,,,611110.0
56201,I-200-09239-499160,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-09-21,2012-09-21,"SABER SOFTWARE, INC.",5555 GLENDON COURT,DUBLIN,OH,43016-,15-1099.01,Software Quality Assurance Engineers and Testers,TEST LEAD,63000.0,78000.0,Year,Y,4.0,OLYMPIA,WA,62982.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
2392,I-200-09147-501704,CERTIFIED,2009-05-27,2009-06-02,H-1B,2009-08-01,2012-07-31,THE UNIVERSITY OF IOWA,1 W. PRENTISS STREET,IOWA CITY,IA,52242,19-1021.00,Biochemists and Biophysicists,POSTDOCTORAL RESEARCH SCHOLAR,46992.0,,Year,Y,1.0,IOWA CITY,IA,34528.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
17397,I-200-09198-791734,CERTIFIED,2009-07-21,2009-07-27,H-1B,2009-07-21,2012-07-20,"LANCO GLOBAL SYSTEMS, INC.","1303 W WALNUT HILL LN., SUITE# 325",IRVING,TX,75038,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,55000.0,,Year,Y,1.0,PRINCETON,NJ,54517.0,Year,OES,'OFLC ONLINE DATA CENTER',2009.0,DAYTONA BEACH,FL,34486.0,Year,OES,'OFLC ONLINE DATA CENTER',2009.0,541511.0
12774,I-200-09194-906292,CERTIFIED,2009-07-13,2009-07-17,H-1B,2009-11-26,2011-10-05,"UNIVERSITY OF CALIFORNIA, DAVIS",ONE SHIELDS AVE,DAVIS,CA,95616,19-1013.00,Soil and Plant Scientists,POSTDOCTORAL SCHOLAR,54600.0,,Year,Y,1.0,DAVIS,CA,34445.0,Year,OES,,2008.0,,,,,,,,611310.0
52547,I-200-09237-854820,CERTIFIED,2009-08-25,2009-08-31,H-1B,2009-10-01,2012-10-01,MICHIGAN MATH AND SCIENCE ACADEMY,99 EAST WOODWARD HEIGHTS,HAZEL PARK,MI,48030-,25-2022.00,"Middle School Teachers, Except Special and Vocatio",SCIENCE TEACHER,47220.0,47220.0,Year,Y,1.0,HAZEL PARK,NY,47220.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611110.0
50604,I-200-09236-077966,CERTIFIED,2009-08-26,2009-09-01,H-1B,2010-01-01,2010-12-31,TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,1801 NORTH BROAD STREET,PHILADELPHIA,PA,19122,19-4031.00,Chemical Technicians,POSTDOCTORAL FELLOW,43860.0,,Year,Y,1.0,PHILADELPHIA,PA,43860.0,Year,Other,RESEARCH PERSONNEL COMPENSATION SURVEY,2008.0,,,,,,,,611310.0
45662,I-200-09230-353470,CERTIFIED,2009-08-18,2009-08-24,H-1B,2009-10-01,2012-09-30,"STRATEGIC RESOURCES INTERNATIONAL, INC.",777 WASHINGTON RD,PARLIN,NJ,8859,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,50000.0,,Year,Y,1.0,NEW YORK,NY,48776.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
3681,I-200-09169-103066,CERTIFIED,2009-06-19,2009-06-25,H-1B,2009-06-19,2012-06-18,IBM CORPORATION,3039 CORNWALLIS ROAD,RTP,NC,27709,13-1111,Management Analysts,MANAGING CONSULTANT,70788.0,140000.0,Year,Y,1.0,OAK BROOK,IL,66082.0,Year,OES,OFLC ONLINE DATACENTER,2009.0,,,,,,,,541510.0
34274,I-200-09217-184271,CERTIFIED,2009-08-07,2009-08-13,H-1B,2009-11-17,2012-11-17,"AT&T SERVICES, INC.",208 S. AKARD STREET,DALLAS,TX,75202,15-1032.00,"Computer Software Engineers, Systems Software",DEVELOPER,69657.0,,Year,Y,1.0,ST. LOUIS,MO,61214.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,517210.0
38332,I-200-09222-567115,CERTIFIED,2009-08-10,2009-08-28,H-1B,2009-10-01,2012-09-30,TVR COMMUNICATIONS LLC,60-69 WOODHAVEN BLVD.,ELMHURST,NY,11373-,15-1031.00,"Computer Software Engineers, Applications",SENIOR SOFTWARE ENGINEER,70000.0,,Year,Y,1.0,MARGATE,FL,66265.0,Year,Other,ECONOMIC RESEARCH INSTITUTE,2009.0,,,,,,,,423450.0
10478,I-200-09191-059891,CERTIFIED,2009-07-10,2009-07-16,H-1B,2009-10-01,2012-09-30,MICROSOFT CORPORATION,1 MICROSOFT WAY,REDMOND,WA,98052,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE DEVELOPMENT ENGINEER IN TEST,83801.0,,Year,Y,1.0,REDMOND,WA,82493.0,Year,OES,,2008.0,,,,,,,,51121.0
77152,I-200-09260-554941,CERTIFIED,2009-09-18,2009-09-24,H-1B,2009-10-01,2012-09-30,ATAWAY CORP.,6111 BOLLINGER CANYO ROAD,SAN RAMON,CA,94583,15-1051.00,Computer Systems Analysts,BUSINESS SYSTEMS ANALYST,53000.0,60000.0,Year,Y,2.0,SAN RAMON,CA,52790.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
59816,I-200-09240-819137,DENIED,2009-09-03,2009-09-10,H-1B,2009-10-01,2012-10-01,LAVERNIA MEDI SPA INC,7902 NW 36 STREET,MIAMI,FL,33166,13-2011.01,Accountants,ACCOUNTING MANAGER,36795.0,37500.0,Year,Y,1.0,DORAL,FL,36795.0,Year,OES,,2009.0,,,,,,,,812112.0
36188,I-200-09218-753361,DENIED,2009-08-14,2009-08-19,H-1B,2009-10-01,2012-09-30,"EIDOSMEDIA, INC.",14 WALL STREET,NEW YORK,NY,10005,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,120000.0,,Year,Y,1.0,NEW YORK,NY,95555.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
49140,I-200-09232-950966,CERTIFIED,2009-08-21,2009-08-27,H-1B,2009-09-16,2012-09-15,"NEXAGE TECHNOLOGIES USA, INC.",75 LINCOLN HIGHWAY,ISELIN,NJ,8830,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,55000.0,,Year,Y,1.0,LANSING,MI,44574.0,Year,Other,WWW.FLCDATACENTER.COM,2009.0,ISELIN,NJ,53227.0,Year,Other,WWW.FLCDATACENTER.COM,2009.0,541511.0
59186,I-200-09240-589419,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-09-30,2012-09-29,ALPHASOFT SERVICES CORPORATION,"2121 N. CALIFORNIA BLVD., SUITE 345",WALNUT CREEK,CA,94596,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,57450.0,,Year,Y,1.0,SAN FRANCISCO,CA,57450.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,WALNUT CREEK,CA,48984.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,541511.0
84456,I-200-09268-757587,CERTIFIED-WITHDRAWN,2009-09-25,2009-09-25,H-1B,2009-11-16,2012-11-15,"SUNGARD CONSULTING SERVICES, INC.",10375 RICHMOND AVENUE,HOUSTON,TX,77042-,15-1032.00,"Computer Software Engineers, Systems Software",MANAGER,102000.0,,Year,Y,1.0,HOUSTON,TX,75171.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
55899,I-200-09239-355676,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-09-15,2010-09-14,TENET HEALTHSYSTEM HAHNEMANN LLC,BROAD & VINE STREETS,PHILADELPHIA,PA,19102,29-1062.00,Family and General Practitioners,"MEDICAL INTERN (PGY-1), FAMILY MEDICINE",45828.0,,Year,Y,1.0,PHILADELPHIA,PA,45828.0,Year,Other,AAMC SURVEY,2008.0,PHILADELPHIA,PA,45828.0,Year,Other,AAMC SURVEY,2008.0,622110.0
82339,I-200-09266-774117,DENIED,2009-09-23,2009-09-25,H-1B,2009-09-24,2011-09-23,PROTECH RESOURCES LLC,"646 PLAZA HILL, RT 18",EAST BRUNSWICK,NJ,8816,15-1051.00,Computer Systems Analysts,FUNCTIONAL SYSTEMS ANALYST,63300.0,64300.0,Year,Y,1.0,GREENWICH,CT,64210.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,EAST BRUNSWICK,NJ,63294.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
9695,I-200-09190-413903,CERTIFIED,2009-07-09,2009-07-15,H-1B,2009-07-20,2012-07-19,JACKSON STATE UNIVERSITY,1400 J.R. LYNCH STREET,JACKSON,MS,39217,19-2031.00,Chemists,POSTDOCTORAL RESEARCH ASSOCIATE,38000.0,,Year,Y,1.0,JACKSON,MS,37149.0,Year,Other,FOREIGN LABOR CERTIFICATION DATA CENTER,2009.0,,,,,,,,6113.0
21610,I-200-09203-893908,CERTIFIED,2009-07-22,2009-07-28,H-1B,2009-08-01,2012-07-31,UNIVERSITY OF LOUISVILLE,2301 S. THIRD STREET,LOUISVILLE,KY,40292,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",ASSISTANT PROFESSOR OF MUSIC,46200.0,,Year,Y,1.0,LOUISVILLE,KY,37450.0,Year,OES,,2009.0,,,,,,,,611310.0
66240,I-200-09247-332208,CERTIFIED,2009-09-22,2009-09-28,H-1B,2009-10-01,2012-09-30,"AKIN GUMP STRAUSS HAUER & FELD, LLP",1333 NEW HAMPSHIRE AVE. NW,WASHINGTON,DC,20036-,23-1011.00,Lawyers,ASSOCIATE ATTORNEY,160000.0,,Year,Y,1.0,NEW YORK,NY,86882.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541110.0
49277,I-200-09233-057639,CERTIFIED,2009-08-21,2009-08-27,H-1B,2009-09-18,2012-09-17,"EHR CLINCAL STAFFING SOLUTIONS, P.C.",1717 MAIN STREET,DALLAS,TX,75201,29-1069.99,"Physicians and Surgeons, All Other",HOSPITALIST,128000.0,160000.0,Year,Y,1.0,PHILADELPHIA,PA,47362.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,621111.0
20457,I-200-09203-130908,CERTIFIED,2009-07-29,2009-08-04,H-1B,2009-10-01,2012-09-30,KINDRED REHAB SERVICES,680 SOUTH 4TH STREET,LOUISVILLE,KY,40202,29-1123.00,Physical Therapists,PHYSICAL THERAPIST,57408.0,,Year,Y,1.0,MADISON,NC,57408.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,621340.0
79338,I-200-09264-333880,CERTIFIED,2009-09-21,2009-09-25,H-1B,2009-09-28,2012-09-27,THE CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,19-4021.00,Biological Technicians,RESEARCH TECHNOLOGIST,41700.0,,Year,Y,1.0,CLEVELAND,OH,37794.0,Year,Other,FLC DATA ONLINE WAGE LIBRARY,2008.0,,,,,,,,622110.0
38333,I-200-09222-567592,CERTIFIED,2009-08-10,2009-08-14,H-1B,2009-08-17,2012-08-17,"WINN-DIXIE STORES, INC.",5050 EDGEWOOD COURT,JACKSONVILLE,FL,32254-,29-1051.00,Pharmacists,PHARMACIST,108576.0,,Year,Y,1.0,ALBANY,GA,72280.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,ALBANY,GA,72280.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,445110.0
57703,I-200-09240-111763,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-10-01,2010-09-30,UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,93106-7150,25-1022.00,"Mathematical Science Teachers, Postsecondary",ASSOCIATE PROFESSOR,71300.0,,Year,Y,1.0,SANTA BARBARA,CA,60900.0,Year,OES,EDD,2009.0,,,,,,,,611310.0
23434,I-200-09205-401912,CERTIFIED,2009-07-24,2009-07-30,H-1B,2009-11-29,2012-01-11,LARSEN & TOUBRO INFOTECH LIMITED,"2035 LINCOLN HIGHWAY, EDISON SQUARE WEST",EDISON,NJ,08817-,15-1051.00,Computer Systems Analysts,COMPUTER PROGRAMMER ANALYST/PROJECT ANALYST,68500.0,,Year,Y,1.0,SAN RAMON,CA,52790.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
60870,I-200-09243-184082,CERTIFIED,2009-08-31,2009-09-04,H-1B,2009-09-15,2012-09-15,"CGMP VALIDATION, LLC",5800 FOXRIDGE DRIVE,MISSION,KS,66202,15-1051.00,Computer Systems Analysts,COMPUTER VALIDATION SPECIALIST,50.0,,Hour,Y,1.0,MISSION,KS,50.0,Hour,Other,,2009.0,,,,,,,,541690.0
61074,I-200-09243-327336,CERTIFIED,2009-08-31,2009-09-04,H-1B,2010-02-01,2013-01-31,THE US VIRGIN ISLANDS DEPARTMENT OF EDUCATION,2133 HOSPITAL STREET,ST. CROIX,VI,820,25-2021.00,"Elementary School Teachers, Except Special Educati",ELEMENTARY SCHOOL TEACHER,42100.0,,Year,Y,1.0,ST. THOMAS,VI,29290.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611110.0
17472,I-200-09198-882307,CERTIFIED,2009-07-17,2009-07-23,H-1B,2009-08-03,2012-08-02,GOOGLE INC.,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,41-9031.00,Sales Engineers,ASSOCIATE PRODUCT MANAGER,100000.0,,Year,Y,1.0,MOUNTAIN VIEW,CA,66488.0,Year,Other,AON CORPORATION RADFORD BENCHMARK SURVEY,2009.0,,,,,,,,541512.0
54299,I-200-09238-664608,CERTIFIED,2009-08-31,2009-09-04,H-1B,2009-09-01,2012-08-31,"3I INFOTECH CONSULTING, INC.",450 RARITAN CENTER PARKWAY,EDISON,NJ,8837,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,55000.0,,Year,Y,1.0,SANTA ANA,CA,50710.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
5889,I-200-09183-781665,CERTIFIED,2009-07-02,2009-07-09,H-1B,2009-07-31,2011-08-01,TULARE YOUTH SERVICE BUREAU,327 SOUTH K ST.,TULARE,CA,93274,29-1066.00,Psychiatrists,ADULT PSYCHIATRIST,200000.0,,Year,Y,1.0,TULARE,CA,127650.0,Year,OES,,2008.0,,,,,,,,621420.0
36407,I-200-09218-936190,CERTIFIED,2009-08-06,2009-08-12,H-1B,2009-08-24,2012-08-24,BARCLAYS BANK PLC,100 SOUTH WEST STREET,WILMINGTON,DE,19801,15-2031.00,Operations Research Analysts,ANALYTICS PARTNER,105000.0,120000.0,Year,Y,1.0,LONG ISLAND CITY,NY,98155.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,523110.0
80917,I-200-09265-633070,WITHDRAWN,2009-09-22,2009-09-22,H-1B,2009-10-01,2012-09-30,"PNV SOLUTIONS, INC",3595 BENTHILL CROSSING,CUMMING,GA,30041,15-1061.00,Database Administrators,DATA ADMINISTRATOR,49317.0,,Year,Y,1.0,HOUSTON,TX,44034.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
81765,I-200-09266-328067,CERTIFIED,2009-09-23,2009-09-29,H-1B,2009-12-04,2012-12-04,MASTERCARD WORLDWIDE,2000 PURCHASE STREET,PURCHASE,NY,10577,15-1032.00,"Computer Software Engineers, Systems Software","CONSULTANT, SYSTEMS PROGRAMMING",85200.0,,Year,Y,1.0,O'FALLON,MO,82014.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,522210.0
79044,I-200-09264-053292,CERTIFIED-WITHDRAWN,2009-09-21,2009-09-25,H-1B,2009-10-01,2012-07-04,TRUSTEES OF BOSTON UNIVERSITY,OFFICE OF THE PRESIDENT,BOSTON,MA,2215,19-4021.00,Biological Technicians,RESEARCH ASSISTANT,37544.0,,Year,Y,1.0,BOSTON,MA,37544.0,Year,OES,,2009.0,,,,,,,,611310.0
39369,I-200-09223-403817,CERTIFIED,2009-08-11,2009-08-17,H-1B,2009-10-01,2012-09-30,"JASS & ASSOCIATES, INC.",2099 GATEWAY PLACE,SAN JOSE,CA,95110-,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,67000.0,,Year,Y,1.0,WALNUT CREEK,CA,52790.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,SAN JOSE,CA,66976.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,541511.0
21607,I-200-09203-891965,CERTIFIED,2009-07-22,2009-07-28,H-1B,2009-09-01,2012-09-01,GENERAL MOTORS COMPANY,300 RENAISSANCE CENTER,DETROIT,MI,48265-3000,27-1021.00,Commercial and Industrial Designers,ASSOCIATE CREATIVE DESIGNER,61008.0,,Year,Y,1.0,WARREN,MI,53539.2,Year,OES,,2007.0,,,,,,,,336111.0
71164,I-200-09254-192215,CERTIFIED,2009-09-11,2009-09-17,H-1B,2009-10-01,2010-09-30,"CBIZ ATA OF ORANGE COUNTY, LLC","2301 DUPONT DRIVE, SUITE 200",IRVINE,CA,92612,13-2011.01,Accountants,ACCOUNTANT,60000.0,,Year,Y,1.0,IRVINE,CA,60000.0,Year,Other,EMPLOYER SURVEY,2009.0,,,,,,,,541211.0
23583,I-200-09205-533433,CERTIFIED,2009-07-24,2009-07-30,H-1B,2009-09-08,2012-09-08,"UNITED HEALTHCARE SERVICES, INC.","9900 BREN ROAD EAST, MN008-T502",MINNETONKA,MN,55343,15-1021.00,Computer Programmers,APPLICATION DEVELOPER II,5404.5,6250.0,Month,Y,1.0,PLANO,TX,5404.5,Month,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,621491.0
37619,I-200-09221-692926,CERTIFIED,2009-08-09,2009-08-13,H-1B,2009-10-01,2012-09-30,EMMAUS MISSION CHURCH,370 DEMAREST AVE,CLOSTER,NJ,7624,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",MUSIC TEACHER,25.0,,Hour,N,1.0,CLOSTER,NJ,24.91,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,813110.0
17373,I-200-09198-754609,CERTIFIED,2009-07-20,2009-07-25,H-1B,2009-08-15,2012-08-14,OAKLAND UNIVERSITY,203 WILSON HALL,ROCHESTER,MI,48309-4401,25-1199.99,"Postsecondary Teachers, All Other",ASSISTANT PROFESSOR OF FINANCE,105000.0,,Year,Y,1.0,ROCHESTER,MI,35197.0,Year,CBA,,2009.0,,,,,,,,611310.0
65893,I-200-09247-019004,DENIED,2009-09-04,2009-09-11,H-1B,2009-09-15,2012-09-14,"T3C, INC.","1196 BORREGAS AVENUE, SUITE 201",SUNNYVALE,CA,94089,11-3021.00,Computer and Information Systems Managers,PROGRAM MANAGER,115000.0,,Year,Y,1.0,CRANSTON,RI,104209.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
5374,I-200-09183-068593,DENIED,2009-07-02,2009-07-07,H-1B,2009-10-01,2012-09-30,"ANSALDO STS USA, INC.",1000 TECHNOLOGY DRIVE,PITTSBURGH,PA,15219,15-1032.00,"Computer Software Engineers, Systems Software",SYSTEMS ENGINEER,105000.0,,Year,Y,1.0,PITTSBURGH,PA,78811.0,Year,OES,,2009.0,,,,,,,,488210.0
17166,I-200-09198-539472,DENIED,2009-07-17,2009-07-23,H-1B,2009-10-01,2012-09-30,"NTT AMERICA, INC.",101 PARK AVENUE,NEW YORK,NY,10178,15-1031.00,"Computer Software Engineers, Applications",PROJECT ENGINEER,83000.0,,Year,Y,1.0,NEW YORK,NY,80475.0,Year,OES,,2009.0,,,,,,,,517310.0
49949,I-200-09233-592443,DENIED,2009-08-21,2009-08-28,H-1B,2009-09-16,2012-09-16,"DEW SOFTWARE, INC.",983 CORPORATE WAY,FREMONT,CA,94539,15-1051.00,Computer Systems Analysts,COMPUTER PROGRAMMER/ANALYST,65000.0,,Year,Y,1.0,SAN JOSE,CA,52000.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541519.0
56688,I-200-09239-691377,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-10-01,2012-09-30,VALUE CONSULTING LLC,"44075, PIPELINE PLAZA, SUITE 110",ASHBURN,VA,20147,13-1111.00,Management Analysts,MANAGEMENT ANALYST,60000.0,,Year,Y,1.0,ASHBURN,VA,56243.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
